pr001:001	pr001:001	pr001:001	VERSE	Snl␣1:1␣
pr010:030	2a	%case	?	
pr010:030	4	@	-	horju
pr010:030	-	(,)	-	,␣
pr010:030	5a	@	-	mutta␣
pr010:030	5b	@	-	jumalattomat␣
pr010:030	6	@	-	eivät␣
pr010:030	7	(@)	-	saa␣
pr010:030	7	@	-	asua␣
pr010:030	8	@	-	maassa
pr010:030	-	(.)	-	.␣
pr010:031	pr010:031	pr010:031	VERSE	Snl␣10:31␣
pr010:031	2	@	-	Vanhurskaan␣
pr010:031	1	@	-	suu␣
pr010:031	3	@	-	kasvaa␣
pr010:031	4	@	-	viisauden␣
pr010:031	3	(@)	-	hedelmän
pr010:031	-	(,)	-	,␣
pr010:031	5a	@	-	mutta␣
pr010:031	6	@	-	kavala␣
pr010:031	5b	@	-	kieli␣
pr010:031	7	@	-	hävitetään
pr010:031	-	(.)	-	.␣
pr010:032	pr010:032	pr010:032	VERSE	Snl␣10:32␣
pr010:032	2	@	-	Vanhurskaan␣
pr010:032	1	@	-	huulet␣
pr010:032	3	@	-	tietävät
pr010:032	-	(,)	-	,␣
pr010:032	-	(@)	-	mikä␣
pr010:032	4	@	-	otollista␣
pr010:032	-	(@)	-	on
pr010:032	-	(,)	-	,␣
pr010:032	5a	@	-	mutta␣
pr010:032	6	@	-	jumalattomien␣
pr010:032	5b	@	-	suu␣
pr010:032	-	(@)	-	on␣
pr010:032	-	(@)	-	sulaa␣
pr010:032	7	@	-	kavaluutta
pr010:032	-	(.)	-	.␣
pr011:001	pr011:001	pr011:001	VERSE	Snl␣11:1␣
pr011:001	2	@	-	Väärä␣
pr011:001	1	@	-	vaaka␣
pr011:001	-	(@)	-	on␣
pr011:001	4	@	-	Herralle␣
pr011:001	3	@	-	kauhistus
pr011:001	-	(,)	-	,␣
pr011:001	5a	@	-	mutta␣
pr011:001	6	@	-	täysi␣
pr011:001	5b	@	-	paino␣
pr011:001	-	(@)	-	on␣
pr011:001	pers%7	@	-	hänelle␣
pr011:001	7	@	-	otollinen
pr011:001	-	(.)	-	.␣
pr011:002	pr011:002	pr011:002	VERSE	Snl␣11:2␣
pr011:002	-	(@)	-	Mihin␣
pr011:002	2	@	-	ylpeys␣
pr011:002	1	@	-	tulee
pr011:002	-	(,)	-	,␣
pr011:002	3a	@	-	sinne␣
pr011:002	3b	@	-	tulee␣
pr011:002	4	@	-	häpeäkin
pr011:002	-	(,)	-	,␣
pr011:002	5a	@	-	mutta␣
pr011:002	6	@	-	nöyräin␣
pr011:002	5b	@	-	tykönä␣
pr011:002	-	(@)	-	on␣
pr011:002	7	@	-	viisaus
pr011:002	-	(.)	-	.␣
pr011:003	pr011:003	pr011:003	VERSE	Snl␣11:3␣
pr011:003	2	@	-	Oikeamielisiä␣
pr011:003	3	@	-	ohjaa␣
pr011:003	pers%3	@	-	heidän␣
pr011:003	1	@	-	nuhteettomuutensa
pr011:003	-	(,)	-	,␣
pr011:003	4a	@	-	mutta␣
pr011:003	5	@	-	uskottomat␣
pr011:003	7	@	-	hävittää␣
pr011:003	pers%7	@	-	heidän␣
pr011:003	4b	@	-	vilppinsä
pr011:003	-	(.)	-	.␣
pr011:004	pr011:004	pr011:004	VERSE	Snl␣11:4␣
pr011:004	1	@	-	Ei␣
pr011:004	2	@	-	auta␣
pr011:004	3	@	-	tavara␣
pr011:004	5	@	-	vihan␣
pr011:004	4b	@	-	päivänä
pr011:004	4a	%case	ESS	
pr011:004	-	(,)	-	,␣
pr011:004	6a	@	-	mutta␣
pr011:004	6b	@	-	vanhurskaus␣
pr011:004	7	@	-	vapahtaa␣
pr011:004	8b	@	-	kuolemasta
pr011:004	8a	%case	LOC	
pr011:004	-	(.)	-	.␣
pr011:005	pr011:005	pr011:005	VERSE	Snl␣11:5␣
pr011:005	2	@	-	Nuhteettoman␣
pr011:005	1	@	-	vanhurskaus␣
pr011:005	3	@	-	tasoittaa␣
pr011:005	pers%4	@	-	hänen␣
pr011:005	4	@	-	tiensä
pr011:005	-	(,)	-	,␣
pr011:005	5a	@	-	mutta␣
pr011:005	7	@	-	jumalaton␣
pr011:005	6	@	-	sortuu␣
pr011:005	5c	@	-	jumalattomuuteensa
pr011:005	5b	%case	LOC	
pr011:005	-	(.)	-	.␣
pr011:006	pr011:006	pr011:006	VERSE	Snl␣11:6␣
pr011:006	2	@	-	Oikeamieliset␣
pr011:006	3	@	-	vapahtaa␣
pr011:006	pers%3	@	-	heidän␣
pr011:006	1	@	-	vanhurskautensa
pr011:006	-	(,)	-	,␣
pr011:006	4a	@	-	mutta␣
pr011:006	5	@	-	uskottomat␣
pr011:006	6	@	-	vangitsee␣
pr011:006	-	(@)	-	heidän␣
pr011:006	-	(@)	-	oma␣
pr011:006	4c	@	-	himonsa
pr011:006	4b	%case	NOM.GEN	
pr011:006	-	(.)	-	.␣
pr011:007	pr011:007	pr011:007	VERSE	Snl␣11:7␣
pr011:007	3	@	-	Jumalattoman␣
pr011:007	2	@	-	ihmisen␣
pr011:007	1b	@	-	kuollessa␣
pr011:007	1a	%case	LOC	
pr011:007	4	@	-	hukkuu␣
pr011:007	-	(@)	-	hänen␣
pr011:007	5	@	-	toivonsa
pr011:007	-	(,)	-	,␣
pr011:007	6a	@	-	ja␣
pr011:007	7	@	-	vääräin␣
pr011:007	6b	@	-	odotus␣
pr011:007	8	@	-	hukkuu
pr011:007	-	(.)	-	.␣
pr011:008	pr011:008	pr011:008	VERSE	Snl␣11:8␣
pr011:008	1	@	-	Vanhurskas␣
pr011:008	3	@	-	pelastetaan␣
pr011:008	2b	@	-	hädästä
pr011:008	2a	%case	LOC	
pr011:008	-	(,)	-	,␣
pr011:008	4a	@	-	ja␣
pr011:008	5	@	-	jumalaton␣
pr011:008	4b	@	-	joutuu␣
pr011:008	pers%6	@	-	hänen␣
pr011:008	6	@	-	sijaansa
pr011:008	-	(.)	-	.␣
pr011:009	pr011:009	pr011:009	VERSE	Snl␣11:9␣
pr011:009	2	@	-	Rietas␣
pr011:009	1b	@	-	suullansa␣
pr011:009	1a	%case	LOC	
pr011:009	3	@	-	turmelee␣
pr011:009	4	@	-	lähimmäisensä
pr011:009	-	(,)	-	,␣
pr011:009	5a	@	-	mutta␣
pr011:009	5c	@	-	taito␣
pr011:009	5b	%case	NOM	
pr011:009	7	@	-	on␣
pr011:009	6	@	-	vanhurskaitten␣
pr011:009	7	@	-	pelastus
pr011:009	-	(.)	-	.␣
pr011:010	pr011:010	pr011:010	VERSE	Snl␣11:10␣
pr011:010	2	@	-	Vanhurskaitten␣
pr011:010	1b	@	-	onnesta␣
pr011:010	1a	%case	LOC	
pr011:010	4	@	-	kaupunki␣
pr011:010	3	@	-	iloitsee
pr011:010	-	(,)	-	,␣
pr011:010	5a	@	-	ja␣
pr011:010	6	@	-	jumalattomain␣
pr011:010	5c	@	-	hukkumisesta␣
pr011:010	5b	%case	LOC	
pr011:010	-	(@)	-	syntyy␣
pr011:010	7	@	-	riemu
pr011:010	-	(.)	-	.␣
pr011:011	pr011:011	pr011:011	VERSE	Snl␣11:11␣
pr011:011	2	@	-	Oikeamielisten␣
pr011:011	1b	@	-	siunauksesta␣
pr011:011	1a	%case	LOC	
pr011:011	4	@	-	kaupunki␣
pr011:011	3	@	-	kohoaa
pr011:011	-	(,)	-	,␣
pr011:011	5a	@	-	mutta␣
pr011:011	6	@	-	jumalattomain␣
pr011:011	5c	@	-	suu␣
pr011:011	5b	%case	NOM	
pr011:011	-	(@)	-	sitä␣
pr011:011	7	@	-	hajottaa
pr011:011	-	(.)	-	.␣
pr011:012	pr011:012	pr011:012	VERSE	Snl␣11:12␣
pr011:012	4	@	-	Mieltä␣
pr011:012	3	@	-	vailla␣
pr011:012	-	(@)	-	on
pr011:012	-	(,)	-	,␣
pr011:012	-	(@)	-	joka␣
pr011:012	2b	@	-	lähimmäistänsä␣
pr011:012	2a	%case	PTV	
pr011:012	1	@	-	halveksii
pr011:012	-	(,)	-	,␣
pr011:012	5a	@	-	mutta␣
pr011:012	6	@	-	ymmärtäväinen␣
pr011:012	5b	@	-	mies␣
pr011:012	7	@	-	on␣
pr011:012	7	@	-	vaiti
pr011:012	-	(.)	-	.␣
pr011:013	pr011:013	pr011:013	VERSE	Snl␣11:13␣
pr011:013	-	(@)	-	Joka␣
pr011:013	2	@	-	panettelijana␣
pr011:013	1	@	-	käy
pr011:013	-	(,)	-	,␣
pr011:013	3	@	-	ilmaisee␣
pr011:013	4	@	-	salaisuuden
pr011:013	-	(,)	-	,␣
pr011:013	5a	@	-	mutta␣
pr011:013	-	(@)	-	jolla␣
pr011:013	5b	@	-	luotettava␣
pr011:013	6	@	-	henki␣
pr011:013	-	(@)	-	on
pr011:013	-	(,)	-	,␣
pr011:013	-	(@)	-	se␣
pr011:013	7	@	-	säilyttää␣
pr011:013	8	@	-	asian
pr011:013	-	(.)	-	.␣
pr011:014	pr011:014	pr011:014	VERSE	Snl␣11:14␣
pr011:014	1a	@	-	Missä␣
pr011:014	2	@	-	ohjausta␣
pr011:014	1b	@	-	ei␣
pr011:014	1b	@	-	ole
pr011:014	-	(,)	-	,␣
pr011:014	3	@	-	sortuu␣
pr011:014	4	@	-	kansa
pr011:014	-	(,)	-	,␣
pr011:014	5a	@	-	mutta␣
pr011:014	7	@	-	neuvonantajain␣
pr011:014	6b	@	-	runsaus␣
pr011:014	6a	%case	NOM	
pr011:014	-	(@)	-	tuo␣
pr011:014	5b	@	-	menestyksen
pr011:014	-	(.)	-	.␣
pr011:015	pr011:015	pr011:015	VERSE	Snl␣11:15␣
pr011:015	3	@	-	Joka␣
pr011:015	5	@	-	vierasta␣
pr011:015	4	@	-	takaa
pr011:015	-	(,)	-	,␣
pr011:015	2	(@)	-	sen␣
pr011:015	2	@	-	käy␣
pr011:015	1	@	-	pahoin
pr011:015	-	(,)	-	,␣
pr011:015	6a	@	-	mutta␣
pr011:015	-	(@)	-	joka␣
pr011:015	7	@	-	kädenlyöntiä␣
pr011:015	6b	@	-	vihaa
pr011:015	-	(,)	-	,␣
pr011:015	-	(@)	-	se␣
pr011:015	8	(@)	-	on␣
pr011:015	8	@	-	turvattu
pr011:015	-	(.)	-	.␣
pr011:016	pr011:016	pr011:016	VERSE	Snl␣11:16␣
pr011:016	2	@	-	Suloinen␣
pr011:016	1	@	-	nainen␣
pr011:016	3	@	-	saa␣
pr011:016	4	@	-	kunniaa
pr011:016	-	(,)	-	,␣
pr011:016	5a	@	-	ja␣
pr011:016	5b	@	-	voimalliset␣
pr011:016	6	@	-	saavat␣
pr011:016	7	@	-	rikkautta
pr011:016	-	(.)	-	.␣
pr011:017	pr011:017	pr011:017	VERSE	Snl␣11:17␣
pr011:017	4	@	-	Armelias␣
pr011:017	3	@	-	mies␣
pr011:017	1	@	-	tekee␣
pr011:017	1	@	-	hyvää␣
pr011:017	2	@	-	itsellensä
pr011:017	-	(,)	-	,␣
pr011:017	5a	@	-	mutta␣
pr011:017	7	@	-	armoton␣
pr011:017	5b	@	-	syöksee␣
pr011:017	5b	@	-	onnettomuuteen␣
pr011:017	pers%6	@	-	oman␣
pr011:017	6	@	-	lihansa
pr011:017	-	(.)	-	.␣
pr011:018	pr011:018	pr011:018	VERSE	Snl␣11:18␣
pr011:018	1	@	-	Jumalaton␣
pr011:018	2	@	-	hankkii␣
pr011:018	4	@	-	pettäväistä␣
pr011:018	3	@	-	voittoa
pr011:018	-	(,)	-	,␣
pr011:018	5a	@	-	mutta␣
pr011:018	-	(@)	-	joka␣
pr011:018	6	@	-	vanhurskautta␣
pr011:018	5b	@	-	kylvää
pr011:018	-	(,)	-	,␣
pr011:018	-	(@)	-	saa␣
pr011:018	8	@	-	pysyvän␣
pr011:018	7	@	-	palkan
pr011:018	-	(.)	-	.␣
pr011:019	pr011:019	pr011:019	VERSE	Snl␣11:19␣
pr011:019	-	(@)	-	Joka␣
pr011:019	-	(@)	-	on␣
pr011:019	1	@	-	vakaa␣
pr011:019	2	@	-	vanhurskaudessa
pr011:019	-	(,)	-	,␣
pr011:019	-	(@)	-	saa␣
pr011:019	3b	@	-	elämän
pr011:019	3a	%case	GEN	
pr011:019	-	(;)	-	;␣
pr011:019	4a	@	-	mutta␣
pr011:019	-	(@)	-	joka␣
pr011:019	5	@	-	pahaa␣
pr011:019	4b	@	-	tavoittaa
pr011:019	-	(,)	-	,␣
pr011:019	-	(@)	-	saa␣
pr011:019	6b	@	-	kuoleman
pr011:019	6a	%case	GEN	
pr011:019	-	(.)	-	.␣
pr011:020	pr011:020	pr011:020	VERSE	Snl␣11:20␣
pr011:020	3 4	@	-	Väärämieliset␣
pr011:020	-	(@)	-	ovat␣
pr011:020	2	@	-	Herralle␣
pr011:020	1	@	-	kauhistus
pr011:020	-	(,)	-	,␣
pr011:020	5a	@	-	mutta␣
pr011:020	6	@	-	nuhteettomasti␣
pr011:020	7	@	-	vaeltaviin␣
pr011:020	pers%5b	@	-	hän␣
pr011:020	5b	@	-	mielistyy
pr011:020	-	(.)	-	.␣
pr011:021	pr011:021	pr011:021	VERSE	Snl␣11:21␣
pr011:021	1 2b	@	-	Totisesti
pr011:021	2a	%case	MAN	
pr011:021	-	(:)	-	:␣
pr011:021	5	@	-	paha␣
pr011:021	3	@	-	ei␣
pr011:021	4	@	-	jää␣
pr011:021	4	@	-	rankaisematta
pr011:021	-	(,)	-	,␣
pr011:021	6a	@	-	mutta␣
pr011:021	7	@	-	vanhurskasten␣
pr011:021	6b	@	-	jälkeläiset␣
pr011:021	8	@	-	pelastuvat
pr011:021	-	(.)	-	.␣
pr011:022	pr011:022	pr011:022	VERSE	Snl␣11:22␣
pr011:022	1 2	@	-	Kultarengas␣
pr011:022	4	@	-	sian␣
pr011:022	3b	@	-	kärsässä␣
pr011:022	3a	%case	LOC	
pr011:022	-	(@)	-	on␣
pr011:022	6	@	-	kaunis␣
pr011:022	5	@	-	nainen
pr011:022	(7a)	-	UNTRANSLATED	
pr011:022	-	(,)	-	,␣
pr011:022	8	@	-	älyä␣
pr011:022	7b	@	-	vailla
pr011:022	-	(.)	-	.␣
pr011:023	pr011:023	pr011:023	VERSE	Snl␣11:23␣
pr011:023	2	@	-	Vanhurskaitten␣
pr011:023	1	@	-	halajaminen␣
pr011:023	3	@	-	vie␣
pr011:023	4	@	-	onneen
pr011:023	-	(,)	-	,␣
pr011:023	6	@	-	jumalattomien␣
pr011:023	5	@	-	toivo␣
pr011:023	7	@	-	vihaan
pr011:023	-	(.)	-	.␣
pr011:024	pr011:024	pr011:024	VERSE	Snl␣11:24␣
pr011:024	1	@	-	Toinen␣
pr011:024	-	(@)	-	on␣
pr011:024	2	@	-	antelias␣
pr011:024	3a	@	-	ja␣
pr011:024	3b	@	-	saa␣
pr011:024	4	@	-	yhä␣
pr011:024	3b	@	-	lisää
pr011:024	-	(,)	-	,␣
pr011:024	5a	@	-	toinen␣
pr011:024	5b	@	-	säästää␣
pr011:024	6a	@	-	yli␣
pr011:024	6b	@	-	kohtuuden␣
pr011:024	-	(@)	-	ja␣
pr011:024	7	@	-	vain␣
pr011:024	8b	@	-	köyhtyy
pr011:024	8a	%case	?	
pr011:024	-	(.)	-	.␣
pr011:025	pr011:025	pr011:025	VERSE	Snl␣11:25␣
pr011:025	2	@	-	Hyväätekeväinen␣
pr011:025	1	@	-	sielu␣
pr011:025	3	(@)	-	tulee␣
pr011:025	3	@	-	ravituksi
pr011:025	-	(,)	-	,␣
pr011:025	4a	@	-	ja␣
pr011:025	-	(@)	-	joka␣
pr011:025	-	(@)	-	muita␣
pr011:025	4b	@	-	virvoittaa
pr011:025	-	(,)	-	,␣
pr011:025	6	@	-	se␣
pr011:025	5	@	-	itse␣
pr011:025	7	@	-	kostuu
pr011:025	-	(.)	-	.␣
pr011:026	pr011:026	pr011:026	VERSE	Snl␣11:26␣
pr011:026	-	(@)	-	Joka␣
pr011:026	2	@	-	viljan␣
pr011:026	1	@	-	pitää␣
pr011:026	1	@	-	takanaan
pr011:026	-	(,)	-	,␣
pr011:026	pers%3	@	-	sitä␣
pr011:026	4	@	-	kansa␣
pr011:026	3	@	-	kiroaa
pr011:026	-	(,)	-	,␣
pr011:026	5a	@	-	mutta␣
pr011:026	-	(@)	-	joka␣
pr011:026	7	@	-	viljan␣
pr011:026	7	@	-	kaupaksi␣
pr011:026	7	@	-	antaa
pr011:026	-	(,)	-	,␣
pr011:026	-	(@)	-	sen␣
pr011:026	6b	@	-	pään␣
pr011:026	6a	@	-	päälle␣
pr011:026	-	(@)	-	tulee␣
pr011:026	5b	@	-	siunaus
pr011:026	-	(.)	-	.␣
pr011:027	pr011:027	pr011:027	VERSE	Snl␣11:27␣
pr011:027	-	(@)	-	Joka␣
pr011:027	2	@	-	hyvään␣
pr011:027	1	@	-	pyrkii
pr011:027	-	(,)	-	,␣
pr011:027	3	@	-	etsii␣
pr011:027	-	(@)	-	sitä
pr011:027	-	(,)	-	,␣
pr011:027	-	(@)	-	mikä␣
pr011:027	4	@	-	otollista␣
pr011:027	-	(@)	-	on
pr011:027	-	(,)	-	,␣
pr011:027	5a	@	-	mutta␣
pr011:027	-	(@)	-	joka␣
pr011:027	6	@	-	pahaa␣
pr011:027	5b	@	-	etsii
pr011:027	-	(,)	-	,␣
pr011:027	pers%7	@	-	sille␣
pr011:027	7	(@)	-	se␣
pr011:027	7	@	-	tulee
pr011:027	-	(.)	-	.␣
pr011:028	pr011:028	pr011:028	VERSE	Snl␣11:28␣
pr011:028	-	(@)	-	Joka␣
pr011:028	2b	@	-	rikkauteensa␣
pr011:028	2a	%case	LOC	
pr011:028	1	@	-	luottaa
pr011:028	-	(,)	-	,␣
pr011:028	3	@	-	se␣
pr011:028	4	@	-	kukistuu
pr011:028	-	(,)	-	,␣
pr011:028	5a	@	-	mutta␣
pr011:028	6	@	-	vanhurskaat␣
pr011:028	7	@	-	viheriöitsevät␣
pr011:028	5b	@	-	niinkuin␣
pr011:028	5c	@	-	lehvä
pr011:028	-	(.)	-	.␣
pr011:029	pr011:029	pr011:029	VERSE	Snl␣11:29␣
pr011:029	-	(@)	-	Joka␣
pr011:029	2	@	-	talonsa␣
pr011:029	1	@	-	rappiolle␣
pr011:029	1	@	-	saattaa
pr011:029	-	(,)	-	,␣
pr011:029	3	@	-	perii␣
pr011:029	4	@	-	tuulta
pr011:029	-	(,)	-	,␣
pr011:029	5a	@	-	ja␣
pr011:029	6	@	-	hullu␣
pr011:029	-	(@)	-	joutuu␣
pr011:029	7b 8	@	-	viisaan␣
pr011:029	7a	%case	GEN	
pr011:029	5b	@	-	orjaksi
pr011:029	-	(.)	-	.␣
pr011:030	pr011:030	pr011:030	VERSE	Snl␣11:30␣
pr011:030	2	@	-	Vanhurskaan␣
pr011:030	1	@	-	hedelmä␣
pr011:030	-	(@)	-	on␣
pr011:030	4	@	-	elämän␣
pr011:030	3	@	-	puu
pr011:030	-	(,)	-	,␣
pr011:030	5a	@	-	ja␣
pr011:030	7	@	-	viisas␣
pr011:030	5b	@	-	voittaa␣
pr011:030	6	@	-	sieluja
pr011:030	-	(.)	-	.␣
pr011:031	pr011:031	pr011:031	VERSE	Snl␣11:31␣
pr011:031	1	@	-	Katso
pr011:031	-	(,)	-	,␣
pr011:031	2	@	-	vanhurskas␣
pr011:031	4	@	-	saa␣
pr011:031	4	@	-	palkkansa␣
pr011:031	3b	@	-	maan␣
pr011:031	3a	@	-	päällä
pr011:031	-	(,)	-	,␣
pr011:031	5	@	-	saati␣
pr011:031	6	@	-	sitten␣
pr011:031	7	@	-	jumalaton␣
pr011:031	8a	@	-	ja␣
pr011:031	8b	@	-	syntinen
pr011:031	-	(.)	-	.␣
pr012:001	pr012:001	pr012:001	VERSE	Snl␣12:1␣
pr012:001	4	@	-	Tietoa␣
pr012:001	3	@	-	rakastaa
pr012:001	-	(,)	-	,␣
pr012:001	-	(@)	-	joka␣
pr012:001	2	@	-	kuritusta␣
pr012:001	1	@	-	rakastaa
pr012:001	-	(,)	-	,␣
pr012:001	5a	@	-	mutta␣
pr012:001	7	@	-	järjetön␣
pr012:001	-	(@)	-	se
pr012:001	-	(,)	-	,␣
pr012:001	-	(@)	-	joka␣
pr012:001	6	@	-	nuhdetta␣
pr012:001	5b	@	-	vihaa
pr012:001	-	(.)	-	.␣
pr012:002	pr012:002	pr012:002	VERSE	Snl␣12:2␣
pr012:002	1	@	-	Hyvä␣
pr012:002	2	@	-	saa␣
pr012:002	4b	@	-	Herran␣
pr012:002	4a	%case	GEN	
pr012:002	3	@	-	mielisuosion
pr012:002	-	(,)	-	,␣
pr012:002	5a	@	-	mutta␣
pr012:002	5b 6	@	-	juonittelijan␣
pr012:002	7	(@)	-	hän␣
pr012:002	7	@	-	tuomitsee␣
pr012:002	7	@	-	syylliseksi
pr012:002	-	(.)	-	.␣
pr012:003	pr012:003	pr012:003	VERSE	Snl␣12:3␣
pr012:003	1	@	-	Ei␣
pr012:003	3	@	-	ihminen␣
pr012:003	2	@	-	kestä␣
pr012:003	4b	@	-	jumalattomuuden␣
pr012:003	4a	@	-	varassa
pr012:003	-	(,)	-	,␣
pr012:003	5a	@	-	mutta␣
pr012:003	6	@	-	vanhurskasten␣
pr012:003	5b	@	-	juuri␣
pr012:003	-	(@)	-	on␣
pr012:003	8	@	-	horjumaton
pr012:003	7	%inflection	DER.ADJ.SG.NOM	
pr012:003	-	(.)	-	.␣
pr012:004	pr012:004	pr012:004	VERSE	Snl␣12:4␣
pr012:004	2	@	-	Kelpo␣
pr012:004	1	@	-	vaimo␣
pr012:004	-	(@)	-	on␣
pr012:004	4	@	-	puolisonsa␣
pr012:004	3	@	-	kruunu
pr012:004	-	(,)	-	,␣
pr012:004	5a	@	-	mutta␣
pr012:004	7	@	-	kunnoton␣
pr012:004	-	(@)	-	on␣
pr012:004	5b	@	-	kuin␣
pr012:004	5c	@	-	mätä␣
pr012:004	pers%6b	@	-	hänen␣
pr012:004	6b	@	-	luissansa
pr012:004	6a	%case	LOC	
pr012:004	-	(.)	-	.␣
pr012:005	pr012:005	pr012:005	VERSE	Snl␣12:5␣
pr012:005	2	@	-	Vanhurskasten␣
pr012:005	1	@	-	aivoitukset␣
pr012:005	-	(@)	-	ovat␣
pr012:005	3	@	-	oikeat
pr012:005	-	(,)	-	,␣
pr012:005	5	@	-	jumalattomien␣
pr012:005	4	@	-	hankkeet␣
pr012:005	6	@	-	petolliset
pr012:005	-	(.)	-	.␣
pr012:006	pr012:006	pr012:006	VERSE	Snl␣12:6␣
pr012:006	2	@	-	Jumalattomien␣
pr012:006	1	@	-	puheet␣
pr012:006	3	@	-	väijyvät␣
pr012:006	4	@	-	verta
pr012:006	-	(,)	-	,␣
pr012:006	5a	@	-	mutta␣
pr012:006	6	@	-	oikeamieliset␣
pr012:006	7	@	-	pelastaa␣
pr012:006	pers%7	@	-	heidän␣
pr012:006	5b	@	-	suunsa
pr012:006	-	(.)	-	.␣
pr012:007	pr012:007	pr012:007	VERSE	Snl␣12:7␣
pr012:007	2	@	-	Jumalattomat␣
pr012:007	1	@	-	kukistuvat␣
pr012:007	3b	@	-	olemattomiin
pr012:007	3a	%inflection	DER.ADJ.PL.ILL	
pr012:007	-	(,)	-	,␣
pr012:007	4a	@	-	mutta␣
pr012:007	5	@	-	vanhurskasten␣
pr012:007	4b	@	-	huone␣
pr012:007	6	@	-	pysyy
pr012:007	-	(.)	-	.␣
pr012:008	pr012:008	pr012:008	VERSE	Snl␣12:8␣
pr012:008	2	@	-	Ymmärryksensä␣
pr012:008	1b	@	-	mukaan␣
pr012:008	1a	%case	LOC	
pr012:008	4	@	-	miestä␣
pr012:008	3	@	-	kiitetään
pr012:008	-	(,)	-	,␣
pr012:008	5a	@	-	mutta␣
pr012:008	5b 6	@	-	nurjasydämistä␣
pr012:008	8b	@	-	halveksitaan
pr012:008	7 8a	%case	?	
pr012:008	-	(.)	-	.␣
pr012:009	pr012:009	pr012:009	VERSE	Snl␣12:9␣
pr012:009	1	@	-	Parempi␣
pr012:009	2	@	-	halpa-arvoinen
pr012:009	(3a)	-	UNTRANSLATED	
pr012:009	-	(,)	-	,␣
pr012:009	4	@	-	jolla␣
pr012:009	-	(@)	-	on␣
pr012:009	3b	@	-	palvelija
pr012:009	-	(,)	-	,␣
pr012:009	5a	@	-	kuin␣
pr012:009	5b	@	-	rehentelijä
pr012:009	-	(,)	-	,␣
pr012:009	6a	@	-	joka␣
pr012:009	-	(@)	-	on␣
pr012:009	6b	@	-	vailla␣
pr012:009	7	@	-	leipää
pr012:009	-	(.)	-	.␣
pr012:010	pr012:010	pr012:010	VERSE	Snl␣12:10␣
pr012:010	2	@	-	Vanhurskas␣
pr012:010	1	@	-	tuntee
pr012:010	-	(,)	-	,␣
pr012:010	-	(@)	-	mitä␣
pr012:010	pers%4	@	-	hänen␣
pr012:010	4	@	-	karjansa␣
pr012:010	3	@	-	kaipaa
pr012:010	-	(,)	-	,␣
pr012:010	5a	@	-	mutta␣
pr012:010	6	@	-	jumalattomain␣
pr012:010	5b	@	-	sydän␣
pr012:010	-	(@)	-	on␣
pr012:010	7	@	-	armoton
pr012:010	-	(.)	-	.␣
pr012:011	pr012:011	pr012:011	VERSE	Snl␣12:11␣
pr012:011	-	(@)	-	Joka␣
pr012:011	2	@	-	peltonsa␣
pr012:011	1	@	-	viljelee
pr012:011	-	(,)	-	,␣
pr012:011	3	@	-	saa␣
pr012:011	4	@	-	leipää␣
pr012:011	3	@	-	kyllin
pr012:011	-	(,)	-	,␣
pr012:011	5a	@	-	mutta␣
pr012:011	6	@	-	tyhjän␣
pr012:011	5b	@	-	tavoittelija␣
pr012:011	-	(@)	-	on␣
pr012:011	8	@	-	mieltä␣
pr012:011	7	@	-	vailla
pr012:011	-	(.)	-	.␣
pr012:012	pr012:012	pr012:012	VERSE	Snl␣12:12␣
pr012:012	2	@	-	Jumalaton␣
pr012:012	1	@	-	himoitsee␣
pr012:012	4	@	-	pahojen␣
pr012:012	3	@	-	saalista
pr012:012	-	(,)	-	,␣
pr012:012	5a	@	-	mutta␣
pr012:012	6	@	-	vanhurskasten␣
pr012:012	5b	@	-	juuri␣
pr012:012	7	@	-	on␣
pr012:012	7	@	-	antoisa
pr012:012	-	(.)	-	.␣
pr012:013	pr012:013	pr012:013	VERSE	Snl␣12:13␣
pr012:013	2	@	-	Huulten␣
pr012:013	1b	@	-	rikkomus␣
pr012:013	1a	%case	NOM	
pr012:013	-	(@)	-	on␣
pr012:013	4	@	-	paha␣
pr012:013	3	@	-	ansa
pr012:013	-	(,)	-	,␣
pr012:013	5a	@	-	mutta␣
pr012:013	7	@	-	vanhurskas␣
pr012:013	5b	@	-	pääsee␣
pr012:013	6b	@	-	hädästä
pr012:013	6a	%case	LOC	
pr012:013	-	(.)	-	.␣
pr012:014	pr012:014	pr012:014	VERSE	Snl␣12:14␣
pr012:014	2	@	-	Suunsa␣
pr012:014	1b	@	-	hedelmästä␣
pr012:014	1a	%case	LOC	
pr012:014	(3)	-	UNTRANSLATED	
pr012:014	4	@	-	saa␣
pr012:014	4	@	-	kyllälti␣
pr012:014	5	@	-	hyvää
pr012:014	-	(,)	-	,␣
pr012:014	6a	@	-	ja␣
pr012:014	8	@	-	ihmisten␣
pr012:014	11	@	-	eteen␣
pr012:014	10	@	-	kiertyvät␣
pr012:014	-	(@)	-	hänen␣
pr012:014	7	@	-	kättensä␣
pr012:014	6b	@	-	työt
pr012:014	-	(.)	-	.␣
pr012:015	pr012:015	pr012:015	VERSE	Snl␣12:15␣
pr012:015	2	@	-	Hullun␣
pr012:015	1	@	-	tie␣
pr012:015	-	(@)	-	on␣
pr012:015	pers%4b	@	-	hänen␣
pr012:015	-	(@)	-	omissa␣
pr012:015	4b	@	-	silmissään␣
pr012:015	4a	%case	LOC	
pr012:015	3	@	-	oikea
